,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1
,,,,Sensitivities (nA/ppm),,,,,,,Izero(nA @ 10C),,,,,,,Izero(nA @ 20C),,,,,,,Izero(nA @ 40C),,,,,,,A (nA),,,,,,,1/m (T),,,,,,,SO2,,,,,,,H2S,,,,,,,O3,,,,,,,NO2,,,,,,,CO,,,,,,
Ship Date,Test Date,B.A.D.,Board B.C.,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO
72318,71318,5410ECF71DD4,091660-0012,26.76,11.62,9.34,339.26,54.68,18.64,3.33,1.320,7.022,1.094,2.406,1.495,0.224,1.873,4.998,21.240,2.105,6.345,2.519,-0.053,11.393,7.456,115.063,12.498,30.275,8.603,0.522,35.663,11.883,3.693,0.493,1.198,1.417,0.049,1.197,-12.17,11.44,12.25,11.63,32.76,18.91,11.27,-0.4073,0.6030,1.0000,0.0600,-0.0008,0.0070,-0.1680,-3.9827,4.7460,8.6418,1.0000,-0.0012,-0.0079,-0.0476,1.0513,-0.8070,-1.5123,-0.1296,1.0000,0.0224,0.0600,1.0000,0.5357,-1.4506,-0.0576,0.9504,1.0000,0.1273,-0.0447,1.0000,0.0093,0.0001,-0.0006,-0.0008,1.0000
72318,71318,5410ECF72225,091660-0180,33.80,10.98,7.63,370.96,40.13,20.92,2.76,2.298,8.012,0.961,3.397,0.974,-0.200,2.274,3.506,18.859,2.016,6.632,1.578,0.038,7.803,11.005,91.785,11.470,28.876,2.026,1.048,36.917,1.112,3.287,0.397,1.122,0.651,0.021,0.978,14.35,11.71,11.78,11.67,25.75,10.38,10.71,-0.4036,0.5391,1.0000,0.0559,0.0039,0.0082,-0.0442,-4.0084,4.4498,9.3817,1.0000,-0.0073,0.0032,-0.0382,1.1183,-0.6052,-1.1443,-0.1494,1.0000,0.0062,0.0703,1.0000,0.9823,-1.2826,-0.0752,0.9662,1.0000,-0.0121,-0.0253,1.0000,0.0075,0.0000,-0.0006,-0.0008,1.0000
72318,71318,5410ECF722F8,091660-0183,26.45,11.07,8.52,379.70,48.19,22.63,3.56,0.345,8.555,1.103,3.760,1.510,0.144,1.929,5.590,19.856,1.620,6.598,1.817,0.528,8.045,9.345,105.536,12.293,29.353,1.507,0.228,35.592,1.117,3.279,0.369,1.159,0.733,0.175,0.962,16.88,11.30,11.31,11.80,37.69,30.39,10.91,-0.4590,0.5510,1.0000,0.0599,0.0040,-0.0032,-0.0181,-4.1325,4.1386,8.5739,1.0000,-0.0029,-0.0034,0.0118,1.1343,-0.5478,-1.5812,-0.1369,1.0000,-0.0027,0.1409,1.0000,0.6911,-1.5076,-0.0735,0.9662,1.0000,0.0329,-0.0503,1.0000,0.0091,0.0000,-0.0009,-0.0007,1.0000
72318,71318,5410ECF745FB,091660-0004,29.61,12.96,9.61,353.69,41.88,14.27,2.38,3.957,9.564,1.233,3.167,0.583,0.592,1.966,7.393,20.035,2.065,6.382,0.933,0.608,6.330,19.718,110.330,12.184,33.065,1.998,1.194,33.748,4.740,3.217,0.357,0.861,0.325,0.231,0.762,38.81,11.06,11.27,10.49,18.14,21.66,10.44,-0.4862,0.5845,1.0000,0.0561,-0.0019,0.0127,0.0114,-4.1283,4.6086,8.3046,1.0000,-0.0043,0.0014,-0.0264,1.0566,-0.6801,-1.5978,-0.1403,1.0000,-0.0008,0.0611,1.0000,0.7020,-1.4521,-0.0686,0.9883,1.0000,0.4710,-0.0685,1.0000,0.0089,0.0000,-0.0012,-0.0025,1.0000
72318,71318,5410ECF7473,091660-0099,24.81,10.22,8.13,357.16,46.81,19.08,3.78,1.558,6.970,1.080,2.788,0.721,0.576,3.930,2.940,21.327,1.941,6.462,1.034,0.649,12.375,11.668,116.037,12.297,28.991,5.688,0.468,56.431,0.816,3.696,0.457,1.288,0.558,0.334,1.798,12.98,11.44,12.18,11.93,28.01,42.64,11.09,-0.4373,0.5601,1.0000,0.0587,0.0069,-0.0044,-0.0925,-3.9574,4.3938,8.5501,1.0000,-0.0008,0.0021,-0.0194,1.1211,-0.7372,-1.1985,-0.1490,1.0000,0.0064,0.1405,1.0000,0.7757,-1.3353,-0.0713,0.9478,1.0000,-0.1199,-0.0175,1.0000,0.0079,0.0000,-0.0010,-0.0007,1.0000
72318,71318,5410ECF74913,091660-0032,30.31,13.16,7.97,365.34,41.69,22.11,3.31,2.748,8.624,1.275,2.975,0.527,0.355,2.626,4.684,19.053,2.225,5.359,1.164,0.271,8.283,8.268,104.544,12.070,31.846,1.518,0.709,38.881,2.682,2.955,0.411,0.733,0.670,0.182,1.010,27.60,11.00,11.55,10.25,26.02,21.47,10.40,-0.3650,0.5880,1.0000,0.0468,-0.0015,0.0006,0.0179,-4.0904,4.6413,7.4869,1.0000,0.0009,0.0030,0.0406,1.1419,-0.6730,-0.9247,-0.1584,1.0000,0.0067,0.1177,1.0000,0.7379,-1.1848,-0.0824,1.0006,1.0000,0.0252,-0.0244,1.0000,0.0111,0.0000,-0.0011,-0.0006,1.0000
72318,71318,5410ECF74BB3,091660-0159,33.79,12.47,9.45,343.08,48.59,21.20,3.11,2.411,8.433,1.486,3.360,0.499,0.869,1.091,6.404,18.613,2.003,5.584,1.087,1.079,5.519,20.701,102.706,12.093,32.246,5.589,1.758,28.979,2.575,2.926,0.402,0.794,0.520,0.623,0.497,27.15,11.01,11.59,10.39,24.83,32.12,9.65,-0.4684,0.5954,1.0000,0.0468,-0.0004,0.0012,-0.0726,-4.1328,4.5913,8.0112,1.0000,-0.0001,0.0040,0.0353,1.0497,-0.7346,-1.1599,-0.1473,1.0000,0.0105,0.0372,1.0000,0.6705,-1.2619,-0.0751,0.9621,1.0000,0.0523,-0.0900,1.0000,0.0109,0.0000,-0.0001,-0.0009,1.0000
72318,71318,5410ECF74FC4,091660-0028,27.34,10.93,8.67,341.73,48.07,18.07,2.76,1.174,7.526,0.889,2.966,0.712,0.929,2.082,2.448,19.721,2.574,6.179,0.675,1.769,7.613,11.346,114.695,11.814,34.109,0.814,0.282,32.355,0.300,3.193,0.436,1.020,0.504,0.994,1.044,9.17,10.98,11.83,10.81,33.78,698.77,11.25,-0.4536,0.5458,1.0000,0.0572,0.0007,-0.0008,-0.2055,-4.4634,4.3412,8.6146,1.0000,0.0000,-0.0083,-0.0512,1.2357,-0.5989,-1.1709,-0.1350,1.0000,0.0087,-0.0295,1.0000,0.9047,-1.4082,-0.0672,0.9820,1.0000,0.0181,-0.0100,1.0000,0.0076,0.0001,-0.0008,-0.0004,1.0000
72318,71318,5410ECF75143,091660-0064,32.02,12.01,9.02,307.62,48.03,24.87,4.35,2.456,7.849,0.784,2.394,1.484,0.121,1.864,5.518,20.609,2.160,5.501,0.935,0.262,9.428,20.321,116.357,11.627,29.062,9.075,0.486,38.116,1.719,3.342,0.347,0.985,1.164,0.171,1.039,15.31,11.09,11.36,11.17,40.16,26.12,10.46,-0.4568,0.5816,1.0000,0.0552,0.0034,-0.0026,-0.0337,-3.8471,4.5033,9.4410,1.0000,-0.0125,0.0084,-0.0281,1.1083,-0.7356,-1.7806,-0.1095,1.0000,0.0203,0.1931,1.0000,0.7548,-1.5929,-0.0528,0.9238,1.0000,0.0674,-0.0385,1.0000,0.0069,0.0000,-0.0012,-0.0004,1.0000
72318,71618,5410ECF71974,091660-0019,35.28,10.97,8.98,329.95,46.59,23.50,3.27,1.775,8.547,1.359,3.159,1.250,0.431,3.404,4.611,20.072,1.579,5.908,0.973,0.451,9.233,7.178,120.663,10.996,30.136,2.277,0.626,43.097,2.953,2.926,0.332,0.958,0.974,0.287,1.284,62.44,10.67,11.37,11.35,43.88,34.42,10.98,-0.3571,0.5020,1.0000,0.0635,0.0046,0.0042,-0.1500,-3.7689,4.0552,8.6987,1.0000,-0.0032,0.0008,-0.0690,1.0660,-0.7032,-1.5337,-0.1608,1.0000,0.0126,0.1521,1.0000,1.0030,-1.5607,-0.0756,0.9306,1.0000,-0.2084,-0.0321,1.0000,0.0086,0.0003,0.0002,0.0000,1.0000
72318,71618,5410ECF719CA,091660-0169,33.41,11.02,9.11,358.26,47.58,19.94,3.56,3.930,6.457,0.830,1.671,0.899,0.719,1.840,6.321,20.084,2.117,5.308,0.791,1.011,9.640,22.160,119.399,11.643,29.893,1.286,1.060,37.829,1.954,3.240,0.401,0.947,0.725,0.774,1.217,14.69,11.06,11.79,11.21,32.75,98.01,11.33,-0.5060,0.5319,1.0000,0.0667,0.0002,-0.0041,-0.0812,-3.8475,4.3719,8.8417,1.0000,-0.0022,0.0064,-0.0074,1.0766,-0.6896,-1.2690,-0.1538,1.0000,0.0109,0.1439,1.0000,0.8011,-1.4005,-0.0566,0.9753,1.0000,0.0055,-0.0186,1.0000,0.0082,0.0004,0.0004,-0.0001,1.0000
72318,71618,5410ECF71A1B,091660-0112,34.99,12.28,10.04,368.90,50.16,19.95,3.92,3.765,7.007,0.818,2.862,0.723,0.953,2.554,5.485,17.201,1.990,5.641,1.211,1.498,7.712,14.348,100.343,11.958,30.328,-1.013,1.734,35.834,1.797,2.714,0.351,0.967,0.966,1.012,1.075,15.56,11.10,11.31,11.35,71.76,62.07,11.02,-0.4028,0.5907,1.0000,0.0600,-0.0028,0.0027,-0.0841,-3.7535,4.6135,8.5618,1.0000,-0.0035,-0.0009,-0.0045,1.1797,-0.8246,-1.4567,-0.1548,1.0000,0.0016,0.1851,1.0000,0.7540,-1.5176,-0.0509,0.9556,1.0000,-0.1875,-0.0103,1.0000,0.0092,0.0002,0.0000,0.0004,1.0000
72318,71618,5410ECF71AC1,091660-0045,31.03,11.89,8.83,344.72,49.04,25.79,2.71,3.986,10.082,1.453,3.099,1.966,0.728,2.566,5.057,21.344,2.210,5.726,2.028,0.442,7.214,17.097,117.041,12.252,34.613,4.391,0.609,36.843,1.388,3.508,0.355,0.842,1.232,0.319,0.801,13.24,11.28,11.32,10.61,34.28,30.63,10.21,-0.4302,0.5652,1.0000,0.0573,-0.0027,0.0015,-0.1363,-3.9904,4.5136,8.7359,1.0000,-0.0005,0.0006,0.0408,1.1956,-0.7290,-1.6266,-0.1656,1.0000,0.0083,-0.0243,1.0000,0.8076,-1.5945,-0.0905,0.9846,1.0000,0.0313,-0.0187,1.0000,0.0113,0.0004,0.0001,-0.0003,1.0000
72318,71618,5410ECF71C73,091660-0037,36.92,11.84,8.85,360.54,48.54,27.83,2.55,4.228,8.269,1.183,2.894,0.767,0.452,2.434,5.118,19.216,1.755,5.525,0.701,1.230,8.204,19.257,106.628,11.532,29.819,1.550,0.980,39.117,1.903,3.072,0.345,0.882,0.374,0.636,1.092,15.19,11.19,11.43,11.06,26.29,47.64,10.89,-0.4169,0.6458,1.0000,0.0561,-0.0024,-0.0109,-0.0323,-3.8087,4.7391,8.5671,1.0000,-0.0003,-0.0127,0.0796,1.1616,-0.8286,-1.3390,-0.1684,1.0000,-0.0018,0.2748,1.0000,0.7673,-1.4278,-0.0672,0.9587,1.0000,0.0136,-0.0149,1.0000,0.0094,0.0003,0.0000,0.0000,1.0000
72318,71618,5410ECF71DFB,091660-0071,33.29,10.07,8.42,257.12,46.41,21.48,2.64,1.945,10.314,1.554,3.205,0.875,0.397,2.602,5.062,20.698,2.182,5.188,0.730,0.620,7.189,22.515,113.813,12.125,30.817,4.071,0.548,32.020,1.176,3.496,0.321,0.688,0.319,0.146,0.917,13.68,11.35,11.12,10.29,20.35,20.50,10.81,-0.4673,0.5570,1.0000,0.0482,-0.0018,0.0004,-0.0096,-4.0351,4.4175,8.4741,1.0000,0.0458,0.0036,0.0651,1.0987,-0.6775,-1.3058,-0.1387,1.0000,0.0106,0.3090,1.0000,1.0770,-1.4585,-0.0701,0.9742,1.0000,-0.0942,-0.0732,1.0000,0.0096,0.0003,-0.0001,-0.0004,1.0000
72318,71618,5410ECF72E4D,091660-0053,29.20,11.95,8.59,356.53,52.27,25.81,2.99,3.850,8.432,0.786,2.768,0.699,0.148,2.418,4.743,17.970,1.897,5.122,0.742,-0.049,7.026,18.783,102.081,12.436,32.920,0.793,0.431,37.293,1.244,2.968,0.368,0.771,0.344,0.051,0.902,12.30,11.24,11.34,10.54,25.22,15.17,10.46,-0.5434,0.6260,1.0000,0.0344,-0.0018,0.0016,-0.0028,-4.2564,4.5714,8.8349,1.0000,-0.0006,0.0046,-0.0134,1.2784,-0.8066,-1.5911,-0.1455,1.0000,0.0212,-0.0162,1.0000,0.6838,-1.6253,-0.0152,0.9600,1.0000,-0.0036,-0.0221,1.0000,0.0089,0.0001,0.0000,0.0002,1.0000
72318,71618,5410ECF74785,091660-0003,33.77,10.60,10.02,369.12,47.61,14.48,3.25,3.845,6.504,0.879,2.159,0.257,0.359,2.204,6.506,20.083,2.111,5.142,0.315,0.604,9.486,24.368,118.587,11.639,31.893,1.647,1.235,31.139,1.835,3.256,0.345,0.901,0.237,0.295,1.379,14.08,11.16,11.50,10.90,28.16,25.60,12.38,-0.5203,0.5472,1.0000,0.0617,0.0008,0.0041,-0.0725,-3.8922,4.4886,8.7983,1.0000,0.0014,-0.0073,-0.0506,1.1534,-0.7621,-1.6428,-0.1616,1.0000,-0.0169,0.2418,1.0000,0.9657,-1.5779,-0.0642,0.9531,1.0000,-0.0537,-0.0177,1.0000,0.0067,0.0003,0.0000,0.0002,1.0000
72318,71618,5410ECF749AA,091660-0033,35.00,12.96,8.25,360.87,49.12,18.11,3.30,4.807,7.278,1.141,3.069,1.121,1.016,2.818,7.139,20.590,2.037,6.473,0.872,1.718,8.543,21.543,123.914,10.637,35.006,5.840,4.084,37.687,2.229,3.140,0.457,1.052,0.597,0.734,1.155,15.29,10.88,12.56,11.10,19.34,33.45,11.17,-0.4505,0.6100,1.0000,0.0528,-0.0041,-0.0017,-0.0278,-3.8862,4.6610,7.3190,1.0000,-0.0070,0.0260,0.0304,1.1923,-0.7974,-1.0035,-0.1523,1.0000,-0.0055,0.1916,1.0000,0.6636,-1.1812,-0.0758,0.9707,1.0000,0.0335,-0.0149,1.0000,0.0130,0.0003,-0.0002,-0.0006,1.0000
72318,71618,5410ECF74A92,091660-0167,28.47,12.01,8.81,339.45,44.99,21.82,3.88,2.610,8.582,1.472,3.529,0.465,0.841,2.681,5.143,18.057,2.305,6.223,0.190,1.116,8.481,17.836,103.659,11.711,32.928,0.395,1.303,42.203,1.226,2.982,0.398,1.055,0.363,0.599,1.108,12.50,11.26,11.87,11.40,63.07,39.34,10.58,-0.5119,0.5869,1.0000,0.0599,-0.0020,-0.0012,-0.0136,-4.0802,4.5144,9.2916,1.0000,0.0020,-0.0044,-0.0114,1.2045,-0.7654,-1.5418,-0.1556,1.0000,0.0119,0.2080,1.0000,0.7249,-1.5571,-0.0737,0.9642,1.0000,-0.1626,-0.0276,1.0000,0.0089,0.0004,0.0001,0.0001,1.0000
72318,71618,5410ECF74E6A,091660-0122,34.52,11.31,10.41,256.43,44.20,18.60,3.86,4.385,7.914,0.983,2.663,1.746,0.527,3.836,8.603,17.650,1.948,5.246,2.101,0.607,8.888,24.154,106.010,11.650,28.827,6.975,1.125,40.855,3.449,2.687,0.305,0.807,0.680,0.419,1.327,21.04,10.80,11.02,10.93,21.68,32.10,11.08,-0.4745,0.5581,1.0000,0.0599,-0.0004,-0.0014,-0.0742,-4.0605,4.2577,8.5896,1.0000,-0.0147,-0.0050,-0.0191,1.0718,-0.7100,-1.5407,-0.1234,1.0000,-0.0017,0.2120,1.0000,0.9551,-1.5390,-0.0611,0.9639,1.0000,-0.0876,-0.0747,1.0000,0.0079,0.0004,0.0000,0.0005,1.0000
72318,71618,5410ECF7511A,091660-0131,34.19,12.44,9.36,399.37,52.19,19.38,3.47,2.272,6.814,0.647,2.750,1.456,0.643,1.889,3.495,21.989,2.173,6.138,0.848,1.778,9.911,16.118,143.309,11.749,31.248,2.353,1.576,31.590,1.121,3.289,0.361,1.172,1.044,0.655,1.163,14.31,10.63,11.45,11.76,324.85,39.65,11.73,-0.4295,0.5430,1.0000,0.0619,0.0020,-0.0088,-0.0549,-3.6520,4.1013,8.3279,1.0000,-0.0033,-0.0054,0.0048,1.1044,-0.3054,-1.4788,-0.1490,1.0000,-0.0035,0.5489,1.0000,0.8201,-1.4635,-0.0531,0.9465,1.0000,-0.0498,-0.0070,1.0000,0.0085,0.0003,0.0002,-0.0003,1.0000
72318,71618,5410ECF75153,091660-0073,34.60,11.86,8.78,306.94,51.01,21.53,4.10,2.936,10.107,1.643,3.245,0.709,0.836,3.281,6.144,20.730,2.004,6.071,1.148,1.223,8.514,15.200,108.534,11.901,32.298,2.603,1.662,43.001,2.111,3.500,0.345,0.917,0.384,0.643,1.184,19.11,11.44,11.32,10.98,22.90,37.97,10.87,-0.4250,0.5922,1.0000,0.0573,0.0024,0.0011,-0.1091,-3.8784,4.5588,9.0901,1.0000,-0.0003,0.0073,0.0746,1.0697,-0.7560,-1.5638,-0.1647,1.0000,0.0224,0.1337,1.0000,0.8926,-1.5820,-0.0843,0.9567,1.0000,-0.0167,-0.0639,1.0000,0.0101,0.0004,-0.0002,0.0001,1.0000
72318,71618,5410ECF7516A,091660-0115,32.87,14.01,8.31,295.72,53.61,22.19,4.41,2.340,9.434,0.907,2.491,0.564,0.367,2.438,4.532,22.855,2.453,5.479,0.388,0.530,8.703,16.451,126.157,13.601,29.214,1.013,0.708,38.009,1.159,3.932,0.403,0.962,0.280,0.313,1.280,12.81,11.41,11.46,11.29,27.84,32.85,11.81,-0.3722,0.6029,1.0000,0.0613,-0.0007,-0.0007,-0.0275,-3.7586,4.7293,8.9639,1.0000,-0.0043,-0.0008,0.0399,1.1737,-0.7797,-1.4066,-0.1423,1.0000,0.0035,0.0981,1.0000,0.7322,-1.5577,-0.0632,0.9575,1.0000,0.0293,-0.0154,1.0000,0.0097,0.0004,0.0001,0.0001,1.0000
73018,71818,5410ECF71853,091660-0091,39.16,12.29,8.87,423.70,54.63,19.38,2.34,1.568,9.120,1.084,2.127,0.772,0.194,0.851,8.058,26.533,2.401,5.625,0.672,0.670,9.125,20.619,152.668,12.056,30.790,2.613,0.488,27.187,2.193,4.739,0.534,0.999,0.340,0.270,0.785,20.58,11.56,12.74,11.30,27.08,50.36,11.10,-0.4753,0.5414,1.0000,0.0611,-0.0030,-0.0077,-0.1847,-3.6561,4.6241,8.1726,1.0000,-0.0029,-0.0114,-0.0307,1.0834,-0.8561,-1.3511,-0.1615,1.0000,0.0177,0.0373,1.0000,0.6103,-1.4559,-0.0659,0.9524,1.0000,0.1064,-0.0302,1.0000,0.0101,0.0002,-0.0006,-0.0003,1.0000
73018,71818,5410ECF71AD2,091660-0048,32.98,13.45,8.64,276.07,46.03,18.44,3.56,2.791,10.343,0.927,2.701,1.444,0.968,2.162,5.987,28.077,2.379,6.246,1.332,1.588,12.135,24.856,155.645,12.403,32.207,5.492,1.592,41.396,1.494,5.159,0.500,1.204,0.997,1.059,1.394,13.44,11.69,12.51,11.72,26.29,71.72,11.48,-0.5313,0.5876,1.0000,0.0777,0.0035,-0.0031,-0.1330,-3.6786,4.6609,8.3602,1.0000,-0.0018,-0.0221,-0.0245,1.0739,-0.7587,-1.4633,-0.1442,1.0000,0.0088,0.0793,1.0000,0.7503,-1.4873,-0.0542,1.0169,1.0000,0.0724,-0.0159,1.0000,0.0101,0.0004,-0.0003,-0.0005,1.0000
73018,71818,5410ECF71B14,091660-0038,33.39,13.01,8.86,320.58,51.66,17.17,2.90,4.290,8.949,1.298,3.766,0.663,0.129,2.712,6.038,18.992,1.953,6.353,0.541,0.139,7.368,21.453,107.234,10.916,28.857,0.311,0.478,33.040,1.924,3.181,0.301,1.070,0.523,0.032,1.050,14.77,11.25,11.19,11.72,65.89,16.30,11.13,-0.4896,0.5980,1.0000,0.0727,0.0015,0.0109,-0.1027,-3.8704,4.6662,9.3050,1.0000,0.0025,-0.0002,-0.0069,1.1263,-0.8250,-1.6924,-0.1454,1.0000,-0.0019,0.1521,1.0000,0.6011,-1.6773,-0.0619,0.9515,1.0000,-0.0675,-0.0259,1.0000,0.0098,0.0004,-0.0003,-0.0004,1.0000
73018,71818,5410ECF71B74,091660-0070,26.74,13.04,6.51,282.46,87.98,17.88,3.61,-0.284,21.108,0.928,2.305,0.576,0.139,4.184,1.064,36.470,1.182,4.347,1.147,0.155,11.539,4.649,172.621,7.403,27.024,0.847,0.039,49.893,0.690,7.689,0.142,0.593,0.364,0.034,2.137,-339.48,12.72,10.38,10.49,29.76,13.67,13.21,-0.3981,0.6093,1.0000,0.0564,0.0015,-0.0004,-0.1622,-3.9529,4.4647,9.7015,1.0000,-0.0016,-0.0192,-0.0264,0.9688,-0.5479,-1.8630,-0.1614,1.0000,0.0218,0.0956,1.0000,0.7769,-1.8871,-0.0877,0.9337,1.0000,0.3996,-0.0288,1.0000,0.0092,0.0002,-0.0004,-0.0005,1.0000
73018,71818,5410ECF71B98,091660-0146,25.04,13.70,7.84,366.25,45.19,20.55,2.77,0.229,11.936,1.376,3.195,0.736,1.284,2.506,2.488,25.336,1.645,5.798,1.194,1.671,7.995,6.915,134.686,12.293,31.758,5.323,2.018,37.554,0.721,4.565,0.384,0.949,0.586,1.169,1.089,44.91,11.79,11.67,11.13,22.69,110.65,11.13,-0.4978,0.6297,1.0000,0.0575,0.0057,-0.0015,-0.1194,-3.8826,4.8901,9.1498,1.0000,-0.0008,0.0014,-0.0187,0.9609,-0.8490,-1.3714,-0.1616,1.0000,0.0118,0.0707,1.0000,0.6805,-1.5371,-0.0831,0.9958,1.0000,-0.0883,-0.0609,1.0000,0.0082,0.0003,-0.0003,-0.0006,1.0000
73018,71818,5410ECF71CC,091660-0138,27.53,10.54,8.03,331.02,46.51,18.92,3.43,0.486,8.981,0.698,2.365,1.462,0.511,1.744,4.215,24.892,1.970,6.246,1.602,0.730,12.195,7.768,138.516,11.163,34.126,4.949,0.925,40.164,0.417,4.565,0.462,1.153,0.704,0.334,1.219,12.50,11.74,12.36,11.52,23.26,43.70,11.06,-0.5180,0.5621,1.0000,0.0741,-0.0016,-0.0070,-0.0565,-3.9071,4.4613,8.3924,1.0000,-0.0014,-0.0048,0.0147,0.9807,-0.7623,-1.0603,-0.1679,1.0000,0.0056,-0.0123,1.0000,0.9732,-1.3788,-0.0742,0.9958,1.0000,0.0920,-0.0570,1.0000,0.0111,0.0004,-0.0002,-0.0006,1.0000
73018,71818,5410ECF73F6B,091660-0116,22.16,12.57,8.13,339.71,47.36,25.09,2.17,6.727,10.873,1.125,3.453,1.522,0.097,3.791,10.410,23.717,2.291,5.934,1.966,0.377,8.362,44.977,133.251,11.242,37.012,4.238,0.309,21.733,2.198,4.135,0.352,0.905,0.971,0.237,1.544,11.87,11.44,11.59,10.68,34.92,27.00,12.83,-0.8783,0.5588,1.0000,0.0237,0.0003,0.0060,0.0554,-5.7868,4.4140,8.4137,1.0000,-0.0017,-0.0023,0.0597,1.5951,-0.6903,-1.3450,-0.1643,1.0000,0.0183,0.4957,1.0000,0.6389,-1.4337,-0.0188,0.9631,1.0000,-0.4277,-0.0458,1.0000,0.0101,0.0001,-0.0001,0.0001,1.0000
73018,71818,5410ECF74A12,091660-0165,39.53,10.18,5.67,261.31,82.98,19.37,3.59,-0.580,22.942,0.737,1.888,0.701,0.371,3.196,1.006,45.622,1.400,4.700,0.446,0.607,13.325,2.756,186.422,8.136,30.849,0.589,0.401,44.359,0.024,11.002,0.236,0.715,0.423,0.381,2.126,13.73,13.84,11.80,10.46,44.72,54.05,13.78,-0.3373,0.4983,1.0000,0.0563,0.0014,0.0026,-0.1671,-3.7863,4.1212,9.5027,1.0000,0.0003,-0.0050,0.0736,1.0174,-0.5946,-1.9493,-0.1418,1.0000,0.0162,-0.0165,1.0000,0.9699,-1.8633,-0.0703,0.9178,1.0000,0.4587,-0.0241,1.0000,0.0090,0.0003,-0.0003,-0.0004,1.0000
73018,71818,5410ECF74A70,091660-0029,34.75,11.06,10.81,313.18,49.82,12.25,3.24,4.427,9.712,1.280,2.792,-0.234,0.790,2.534,5.844,22.797,2.485,5.163,0.243,0.744,8.863,24.481,127.826,14.059,31.276,0.380,0.733,41.793,1.777,3.998,0.433,0.900,0.060,0.487,1.134,13.46,11.48,11.64,10.85,14.00,54.78,10.68,-0.5234,0.5749,1.0000,0.0602,0.0003,-0.0139,-0.0852,-4.0138,4.5170,8.6512,1.0000,-0.0024,0.0061,-0.0452,1.2057,-0.7503,-1.7479,-0.1443,1.0000,-0.0140,0.1997,1.0000,0.8834,-1.7039,-0.0786,0.9769,1.0000,0.0061,-0.0235,1.0000,0.0074,0.0002,-0.0003,-0.0007,1.0000
73018,71818,5410ECF74C3C,091660-0118,35.19,13.71,7.36,301.12,100.09,18.25,3.87,-1.038,14.150,0.555,1.667,0.674,-0.142,2.964,0.598,37.081,1.149,4.872,0.324,-0.011,14.985,2.087,191.348,7.358,25.418,-0.311,0.271,39.528,0.006,7.412,0.152,0.822,1.883,0.024,2.105,10.89,12.21,10.38,11.44,-13.47,13.47,13.70,-0.3753,0.5762,1.0000,0.0654,0.0016,0.0023,-0.1230,-3.9292,4.6374,9.0141,1.0000,0.0011,-0.0048,-0.0335,1.0532,-0.8992,-1.8229,-0.1615,1.0000,0.0276,0.1623,1.0000,0.6347,-1.6662,-0.0660,0.8907,1.0000,0.2342,-0.0027,1.0000,0.0061,0.0003,-0.0001,-0.0003,1.0000
73018,71818,5410ECF75184,091660-0075,33.69,11.58,8.24,335.96,51.41,24.78,4.62,5.775,8.530,1.742,2.622,1.335,0.361,3.790,7.265,17.368,2.331,5.035,1.497,0.603,8.848,23.228,104.991,11.901,27.281,-0.878,0.978,45.263,2.371,2.774,0.462,0.767,4.750,0.132,1.166,15.80,10.92,12.31,10.85,-21.63,17.91,10.48,-0.5009,0.5625,1.0000,0.0589,-0.0018,-0.0068,-0.0773,-3.9340,4.4668,8.5095,1.0000,-0.0036,-0.0106,0.0114,1.1318,-0.7979,-1.1017,-0.1546,1.0000,0.0025,0.1437,1.0000,0.7750,-1.3222,-0.0791,0.9584,1.0000,-0.0523,-0.0300,1.0000,0.0105,0.0002,-0.0003,-0.0008,1.0000
73018,71818,5410ECF751F2,091660-0134,34.94,10.69,8.73,346.28,54.12,21.28,3.62,2.694,12.971,1.262,3.169,0.890,1.014,2.909,3.916,24.865,2.509,6.034,0.493,1.145,8.251,15.845,128.799,12.650,32.584,4.318,1.481,39.667,0.948,4.414,0.420,0.875,1.344,0.852,1.215,12.59,11.70,11.71,10.77,-48.83,60.21,11.41,-0.3979,0.5210,1.0000,0.0622,0.0040,0.0053,-0.0974,-3.7242,4.3668,8.7255,1.0000,0.0024,-0.0039,0.0066,1.1625,-0.6686,-1.2234,-0.1621,1.0000,0.0157,0.1566,1.0000,0.9188,-1.3643,-0.0895,0.9821,1.0000,0.0456,-0.0092,1.0000,0.0092,0.0002,-0.0003,-0.0004,1.0000
