,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1
,,,,Sensitivities (nA/ppm),,,,,,,Izero(nA @ 10C),,,,,,,Izero(nA @ 20C),,,,,,,Izero(nA @ 40C),,,,,,,A (nA),,,,,,,1/m (T),,,,,,,SO2,,,,,,,H2S,,,,,,,O3,,,,,,,NO2,,,,,,,CO,,,,,,
Ship Date,Test Date,B.A.D.,Board B.C.,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO
110917,103117,5410EC38A4D1,088726-0086,56.97,15.61,9.45,171.22,55.45,24.21,3.43,2.739,24.855,1.059,4.608,1.193,1.042,3.407,3.926,65.082,2.275,10.236,1.393,0.958,8.808,31.413,274.160,8.571,40.029,3.711,2.906,54.187,1.098,10.294,0.331,2.202,0.694,0.575,1.340,12.79,11.53,12.06,13.26,23.79,26.08,10.94,-0.3024,0.8032,1.0000,0.1249,-0.0026,-0.0306,0.1122,-1.8340,3.2816,3.8903,1.0000,0.0032,-0.0196,-0.2320,0.5598,-1.4583,-0.5593,-0.1097,1.0000,0.0192,-0.1069,1.0000,1.2166,-1.2131,-0.0529,1.3787,1.0000,-0.0471,-0.0024,1.0000,0.0075,0.0007,0.0000,0.0001,1.0000
110917,103117,5410EC38A5C1,088726-0063,54.96,15.74,8.60,183.28,37.74,19.61,3.50,1.991,25.346,1.262,4.519,0.292,0.457,3.394,3.493,65.266,2.275,9.932,0.552,0.665,8.982,30.154,291.348,8.788,36.515,3.333,1.887,53.672,0.912,10.416,0.337,2.184,0.077,0.123,1.289,11.98,11.46,11.92,13.75,12.55,14.90,10.73,-0.3102,0.8743,1.0000,0.1361,-0.0004,0.0286,-0.2540,-1.8265,3.3457,3.7857,1.0000,-0.0004,-0.0042,-0.0677,0.5747,-1.4043,-0.6193,-0.1162,1.0000,0.0057,-0.3016,1.0000,0.8254,-1.2375,-0.0519,1.2893,1.0000,-0.1907,-0.0024,1.0000,0.0089,0.0006,0.0000,-0.0002,1.0000
110917,103117,5410EC38A63B,088726-0066,57.74,15.15,9.01,205.58,52.41,18.42,3.31,2.770,29.039,1.040,5.610,1.379,0.524,2.967,4.475,76.680,2.351,10.742,2.117,0.955,8.629,33.679,381.743,9.771,44.485,11.953,5.442,42.359,1.562,11.275,0.339,2.413,0.353,0.416,1.116,13.46,11.13,11.65,13.62,12.15,16.48,10.72,-0.4797,0.9051,1.0000,0.1187,0.0057,0.0271,-0.0763,-1.8363,3.3038,3.7469,1.0000,0.0006,-0.0141,-0.1185,0.5483,-1.4019,-0.4605,-0.1100,1.0000,0.0042,-0.1661,1.0000,0.9326,-1.1220,-0.0467,1.3650,1.0000,0.0310,-0.0025,1.0000,0.0082,0.0005,0.0000,0.0001,1.0000
110917,103117,5410EC38A865,088726-0079,52.20,15.58,9.61,183.65,62.02,24.33,3.56,2.405,24.995,1.224,4.761,0.832,0.458,3.283,4.478,66.928,2.542,9.460,1.077,0.597,8.505,35.969,302.443,7.784,38.914,1.411,2.807,49.199,1.280,9.932,0.431,2.030,0.577,0.107,1.207,12.74,11.15,13.33,13.27,29.85,13.03,10.77,-0.4111,0.8042,1.0000,0.1291,-0.0007,-0.0215,-0.0921,-1.8531,3.1775,3.6901,1.0000,-0.0032,-0.0040,-0.1010,0.5623,-1.4271,-0.4827,-0.1053,1.0000,0.0176,-0.2316,1.0000,0.9566,-1.0816,-0.0467,1.2961,1.0000,-0.0026,-0.0031,1.0000,0.0050,0.0005,-0.0001,0.0002,1.0000
110917,103117,5410EC38A993,088726-0081,59.75,15.85,11.23,183.70,60.66,22.27,3.95,3.292,25.226,0.980,4.702,0.617,0.505,3.265,5.621,68.183,2.106,9.583,0.635,0.571,8.434,32.154,315.272,8.464,40.825,1.209,4.255,47.576,1.812,10.024,0.320,2.100,0.310,0.147,1.290,14.60,11.12,11.77,13.14,34.94,12.59,11.01,-0.3411,0.8641,1.0000,0.1395,0.0046,-0.0001,-0.1651,-1.8486,3.3383,3.3294,1.0000,-0.0019,-0.0191,-0.1129,0.6001,-1.4511,-0.5368,-0.1141,1.0000,0.0100,-0.1982,1.0000,1.2759,-1.0806,-0.0417,1.2971,1.0000,-0.0981,-0.0026,1.0000,0.0068,0.0007,-0.0001,-0.0002,1.0000
111717,103117,5410EC38B6CB,088726-0080,57.22,13.63,8.90,175.02,52.75,25.93,3.19,3.230,23.484,1.226,4.386,0.464,0.680,3.687,5.102,62.588,1.889,9.419,0.797,1.164,8.994,31.512,268.244,7.714,39.177,3.843,1.905,53.512,1.566,9.273,0.342,2.048,0.131,0.196,1.372,14.11,11.30,12.58,13.14,12.24,17.57,10.98,-0.3772,0.8391,1.0000,0.1315,-0.0027,0.0139,-0.2043,-1.8399,3.3141,4.6621,1.0000,-0.0053,-0.0115,-0.0894,0.5979,-1.4904,-0.6884,-0.1218,1.0000,0.0217,-0.1714,1.0000,1.2110,-1.5407,-0.0435,1.3945,1.0000,-0.0076,-0.0025,1.0000,0.0064,0.0007,-0.0001,0.0000,1.0000
102517,110217,5410EC388E7A,088726-0059,51.49,15.97,12.20,192.29,56.63,18.65,3.65,1.279,19.973,0.994,3.986,0.781,1.392,4.438,2.895,42.058,1.776,7.438,1.540,2.655,9.023,35.635,212.990,6.787,30.533,7.432,6.309,46.827,0.652,8.252,0.301,1.557,0.283,0.567,1.909,10.85,12.03,12.31,13.32,12.72,15.77,12.72,-0.4360,0.9058,1.0000,0.1535,-0.0049,0.0273,0.0019,-2.1065,3.2821,3.9121,1.0000,-0.0290,-0.0319,-0.1019,0.7498,-0.5914,-0.6743,-0.1284,1.0000,0.0153,-0.1140,1.0000,1.1640,-1.1198,-0.0340,1.2526,1.0000,-0.0441,-0.0032,1.0000,0.0063,0.0006,-0.0006,0.0002,1.0000
110917,110217,5410EC38A375,088726-0074,47.93,15.78,11.15,167.73,63.47,18.06,3.65,2.729,21.780,1.331,3.899,0.448,0.377,3.796,5.345,46.307,2.471,7.794,0.609,0.659,8.417,54.036,233.676,7.764,31.600,4.318,1.965,44.280,1.051,9.286,0.444,1.591,0.080,0.263,1.585,11.12,12.21,13.38,13.19,12.39,18.64,12.02,-0.4430,0.9346,1.0000,0.1572,-0.0052,-0.0155,-0.1656,-2.2359,3.4086,4.0262,1.0000,0.0023,0.0098,-0.0031,0.7981,-0.6365,-0.7166,-0.1308,1.0000,0.0002,-0.1999,1.0000,1.1576,-1.2228,-0.0418,1.2770,1.0000,0.0885,-0.0039,1.0000,0.0042,0.0006,0.0000,0.0005,1.0000
110917,110217,5410EC38A3AF,088726-0097,62.69,15.10,9.63,202.54,72.09,22.21,3.65,0.939,22.865,1.088,3.958,0.675,0.754,4.149,2.062,49.872,2.116,7.715,0.941,0.654,9.532,22.050,278.052,7.551,32.829,5.016,1.726,41.303,0.376,9.572,0.301,1.470,0.231,0.404,1.858,10.45,11.88,11.94,12.77,16.98,36.20,12.77,-0.4165,0.8996,1.0000,0.1361,-0.0020,0.0223,-0.0049,-1.9952,3.1456,4.1076,1.0000,-0.0010,-0.0162,-0.0167,0.7487,-0.6236,-0.7347,-0.1192,1.0000,0.0074,-0.0270,1.0000,0.6800,-1.2276,-0.0197,1.2271,1.0000,0.0311,-0.0016,1.0000,0.0060,0.0004,0.0002,-0.0004,1.0000
110917,110217,5410EC38A56,088726-0072,58.66,15.14,10.13,178.81,61.55,23.56,3.61,0.971,20.830,1.278,3.859,0.439,1.172,3.887,1.870,43.687,2.618,6.986,0.529,1.788,8.140,24.236,226.200,8.219,30.528,2.222,5.499,44.260,0.385,8.577,0.433,1.375,0.127,0.871,1.626,10.28,12.01,13.15,12.72,16.02,23.29,12.21,-0.4687,0.7864,1.0000,0.1404,-0.0051,-0.0101,-0.1787,-1.9900,2.9803,3.6427,1.0000,0.0000,-0.0069,-0.0718,0.7412,-0.4909,-0.6559,-0.1326,1.0000,0.0054,-0.0201,1.0000,0.8126,-1.0342,-0.0326,1.3142,1.0000,0.0076,-0.0020,1.0000,0.0075,0.0006,-0.0001,0.0009,1.0000
110917,110217,5410EC38A599,088726-0065,54.84,15.38,9.74,183.27,54.03,24.12,3.22,1.258,18.023,1.433,3.322,0.556,0.450,4.246,2.499,39.230,2.080,7.717,0.618,0.914,8.781,23.758,205.048,8.824,32.256,0.447,2.911,53.073,0.503,7.203,0.435,1.382,0.309,0.207,1.603,11.31,11.62,13.06,12.53,147.62,17.24,11.75,-0.3890,0.8939,1.0000,0.1507,0.0072,-0.0153,-0.2232,-1.9893,3.0104,3.9992,1.0000,-0.0032,0.0137,-0.0858,0.7398,-0.5598,-0.6629,-0.1265,1.0000,0.0135,-0.2613,1.0000,1.0807,-1.0465,-0.0299,1.1614,1.0000,-0.0204,-0.0017,1.0000,0.0086,0.0007,-0.0001,-0.0003,1.0000
110917,110217,5410EC38A62B,088726-0064,56.20,15.96,9.43,170.40,58.96,21.89,3.18,0.938,20.294,0.869,4.009,0.996,0.494,3.992,1.592,44.499,1.930,7.120,1.035,0.890,8.222,25.860,249.354,8.748,31.940,1.490,3.279,41.013,0.309,8.153,0.324,1.510,0.653,0.222,1.721,9.67,11.53,12.08,13.06,46.63,15.72,12.76,-0.3528,0.8618,1.0000,0.1519,-0.0036,0.0287,-0.2627,-1.9613,3.1577,4.0529,1.0000,0.0009,-0.0271,0.0382,0.7522,-0.5723,-0.6875,-0.1376,1.0000,0.0187,-0.0942,1.0000,0.8754,-1.1381,-0.0374,1.2622,1.0000,-0.1582,-0.0016,1.0000,0.0078,0.0006,0.0007,-0.0008,1.0000
110917,110217,5410EC38A699,088726-0062,51.63,15.91,11.17,194.06,62.10,21.69,2.56,0.998,21.186,1.273,3.826,0.459,0.494,3.387,1.761,45.530,1.903,7.753,0.665,0.725,7.769,22.418,237.431,8.231,34.284,1.003,1.461,42.172,0.339,8.908,0.376,1.500,0.440,0.216,1.375,10.35,12.00,12.66,12.60,465.69,19.45,11.82,-0.3630,0.8642,1.0000,0.1412,0.0025,0.0173,-0.0899,-1.9335,3.1727,3.2341,1.0000,-0.0025,-0.0094,-0.0585,0.7317,-0.5736,-0.5691,-0.1294,1.0000,0.0164,-0.1262,1.0000,0.7633,-0.9221,-0.0365,1.2587,1.0000,-0.0434,-0.0020,1.0000,0.0072,0.0005,0.0001,-0.0002,1.0000
110917,110217,5410EC38A6C7,088726-0099,58.87,15.49,10.55,176.21,56.68,26.47,2.84,1.179,20.032,0.991,3.264,1.070,0.348,3.670,1.626,42.405,2.096,6.584,0.986,0.511,7.868,21.438,221.569,6.019,29.985,5.020,1.434,41.354,0.345,8.332,0.368,1.270,0.484,0.180,1.567,10.69,11.95,13.28,12.53,19.30,23.89,12.41,-0.3566,0.8542,1.0000,0.1385,0.0032,-0.0302,-0.0233,-1.9836,3.1358,3.6049,1.0000,0.0020,0.0070,-0.0354,0.7353,-0.5208,-0.6288,-0.1270,1.0000,0.0122,-0.0829,1.0000,0.9368,-1.0498,-0.0302,1.2971,1.0000,-0.0844,-0.0015,1.0000,0.0067,0.0006,-0.0001,0.0001,1.0000
110917,110217,5410EC38A735,088726-0073,59.25,14.90,9.71,179.40,59.69,18.75,2.81,7.541,23.160,1.204,3.587,0.493,0.516,3.169,13.879,48.993,2.460,7.534,0.715,0.428,7.430,100.492,258.781,8.487,31.974,1.034,1.015,32.699,3.663,10.321,0.391,1.570,0.371,0.177,1.381,12.96,12.46,12.92,13.25,93.66,31.51,12.51,-0.5349,0.9244,1.0000,0.1560,0.0005,0.0076,-0.0043,-2.1232,3.2739,3.8892,1.0000,-0.0001,-0.0106,0.0710,0.7321,-0.6588,-0.7085,-0.1337,1.0000,0.0032,0.0363,1.0000,0.8423,-1.1185,-0.0194,1.2210,1.0000,-0.0641,-0.0019,1.0000,0.0057,0.0006,0.0000,0.0000,1.0000
110917,110217,5410EC38A764,088726-0087,56.58,16.14,9.80,208.61,64.83,23.78,3.64,0.681,21.982,1.141,3.696,0.517,0.539,4.377,1.349,47.536,2.223,7.762,0.561,0.769,9.338,22.504,247.449,8.919,34.851,3.420,1.403,43.229,0.320,9.380,0.358,1.475,0.152,0.434,1.910,10.11,12.09,11.97,12.45,14.82,50.02,12.81,-0.4199,0.9256,1.0000,0.1449,0.0000,0.0001,0.1202,-2.0499,3.3899,4.0416,1.0000,0.0013,-0.0003,0.0221,0.7192,-0.6257,-0.6625,-0.1250,1.0000,0.0157,-0.0875,1.0000,1.0371,-1.1739,-0.0272,1.2488,1.0000,-0.0758,-0.0014,1.0000,0.0079,0.0006,0.0001,0.0005,1.0000
110917,110217,5410EC38A7D4,088726-0088,52.63,14.67,9.99,199.09,66.37,20.09,4.21,0.951,20.065,1.155,3.985,0.888,1.458,5.155,1.583,41.882,2.171,8.274,1.023,0.568,10.031,18.707,216.506,8.016,35.388,1.636,3.337,53.024,0.325,8.251,0.312,1.523,0.374,0.749,2.158,10.90,12.01,12.19,12.61,34.06,31.55,12.86,-0.3655,0.9058,1.0000,0.1531,0.0041,-0.0253,-0.0383,-1.9789,3.3520,4.0396,1.0000,-0.0044,0.0021,0.0872,0.7376,-0.6071,-0.6792,-0.1310,1.0000,0.0050,-0.0328,1.0000,1.0422,-1.1795,-0.0433,1.2454,1.0000,-0.0598,-0.0014,1.0000,0.0049,0.0007,-0.0003,0.0009,1.0000
110917,110217,5410EC38A826,088726-0089,63.11,16.42,11.25,175.27,50.79,24.64,2.75,0.688,21.129,0.704,3.637,0.595,0.869,3.775,1.520,47.311,0.647,7.809,1.209,1.122,8.348,20.534,276.707,4.584,33.537,1.915,1.388,42.343,0.330,9.059,0.188,1.659,0.384,0.506,1.587,10.22,11.77,13.43,13.23,38.92,40.11,12.15,-0.4019,0.9289,1.0000,0.1607,-0.0063,-0.0022,0.2375,-1.9839,3.5494,3.9664,1.0000,0.0018,-0.0012,-0.0232,0.7362,-0.6727,-0.7298,-0.1359,1.0000,0.0136,-0.0334,1.0000,0.9430,-1.1315,-0.0227,1.2873,1.0000,0.0072,-0.0013,1.0000,0.0043,0.0006,-0.0006,-0.0003,1.0000
110917,110217,5410EC38A8F4,088726-0075,56.74,15.21,10.16,202.46,56.81,13.25,3.46,0.965,18.949,1.236,3.387,0.653,0.428,4.202,1.828,39.863,2.063,7.713,1.262,0.610,8.742,25.264,204.217,8.146,34.342,0.731,1.395,44.227,0.321,7.696,0.300,1.536,0.484,0.172,1.803,10.01,11.92,12.13,12.80,106.51,25.32,12.68,-0.4012,0.9156,1.0000,0.1469,0.0092,-0.0028,0.1119,-2.0232,3.3264,3.8313,1.0000,-0.0019,0.0017,-0.0244,0.7350,-0.6298,-0.6223,-0.1314,1.0000,0.0066,0.0605,1.0000,1.0663,-1.0061,-0.0385,1.2857,1.0000,-0.0683,-0.0017,1.0000,0.0068,0.0006,-0.0005,0.0005,1.0000
111717,110217,5410EC38B785,088726-0043,64.02,16.35,6.78,204.50,52.09,22.39,3.04,0.868,21.917,1.172,4.716,0.754,0.671,3.902,1.717,47.938,1.969,8.513,1.183,1.289,8.378,23.836,273.862,7.993,35.115,2.363,2.712,36.889,0.289,9.371,0.365,1.764,0.391,0.318,1.739,9.54,11.91,12.79,13.34,25.01,18.78,12.97,-0.4278,0.8994,1.0000,0.1635,-0.0047,-0.0042,0.1835,-1.9943,3.3068,4.3172,1.0000,-0.0002,-0.0190,-0.0431,0.7293,-0.5838,-0.6029,-0.1353,1.0000,0.0180,-0.1231,1.0000,0.9569,-1.1353,-0.0215,1.1251,1.0000,0.0052,-0.0014,1.0000,0.0067,0.0006,0.0000,0.0001,1.0000
102017,110617,5410EC388CD,088726-B,59.35,17.38,9.41,193.43,66.90,22.23,4.32,0.536,21.033,1.162,3.400,0.693,0.776,4.956,1.186,44.922,1.649,6.100,0.455,0.680,11.194,18.018,272.780,7.552,28.664,5.342,1.083,44.896,0.204,8.697,0.399,1.218,0.205,0.714,2.149,9.39,11.70,13.60,12.67,13.53,-146.06,12.98,-0.3644,0.8045,1.0000,0.1369,0.0010,0.0078,0.1004,-2.0751,3.0626,4.2211,1.0000,-0.0011,0.0111,-0.0797,0.9256,-0.6252,-0.9088,-0.1512,1.0000,0.0167,0.0597,1.0000,0.7420,-1.1680,-0.0213,1.1283,1.0000,0.0125,-0.0018,1.0000,0.0052,0.0005,-0.0001,-0.0002,1.0000
110917,110617,5410EC38A46,088726-0093,52.79,17.36,11.43,195.35,60.11,20.54,2.34,0.568,19.628,0.987,2.649,1.424,0.366,3.683,0.795,42.153,1.566,6.116,2.170,0.524,8.080,17.817,231.897,6.458,28.678,2.178,1.332,39.325,0.137,7.837,0.270,1.061,1.176,0.157,1.525,8.94,11.64,12.11,12.22,54.41,23.89,12.39,-0.2775,0.7894,1.0000,0.1177,0.0016,0.0130,-0.3802,-2.0867,3.2371,4.0512,1.0000,-0.0182,-0.0037,-0.0290,0.9074,-0.6234,-0.9227,-0.1469,1.0000,0.0082,0.0560,1.0000,1.0743,-1.1303,-0.0289,1.1128,1.0000,0.0270,-0.0018,1.0000,0.0076,0.0006,-0.0003,0.0001,1.0000
110917,110617,5410EC38A5FE,088726-0009,59.98,15.87,9.92,201.30,69.61,26.19,3.26,0.748,18.961,0.876,3.596,0.511,0.514,4.120,0.771,40.609,1.932,6.891,0.609,0.890,9.077,18.109,217.043,7.944,28.493,0.449,1.269,47.047,0.136,7.560,0.299,1.392,0.297,0.333,1.642,8.65,11.75,11.96,13.19,113.53,38.02,12.04,-0.3376,0.7905,1.0000,0.1306,-0.0024,0.0099,0.0234,-2.1018,3.1679,3.7038,1.0000,0.0000,-0.0007,-0.0156,0.9246,-0.6634,-0.7675,-0.1539,1.0000,0.0291,0.1555,1.0000,0.9052,-1.0150,-0.0243,1.0368,1.0000,0.0065,-0.0019,1.0000,0.0071,0.0006,0.0000,-0.0002,1.0000
110917,110617,5410EC38A625,088726-0094,58.58,18.16,11.07,200.59,66.74,24.61,3.56,0.818,19.374,0.992,3.032,0.483,0.378,4.023,0.827,41.086,1.994,6.335,0.643,0.646,8.796,18.205,216.282,6.152,30.716,0.491,4.532,44.917,0.164,7.770,0.344,1.175,0.344,0.078,1.668,9.41,11.83,13.06,12.30,-1232.29,10.71,12.25,-0.2375,0.8317,1.0000,0.1204,0.0046,0.0107,-0.0261,-2.1428,3.3782,3.8063,1.0000,0.0004,-0.0039,-0.0037,0.9487,-0.6795,-0.8510,-0.1525,1.0000,0.0271,-0.0859,1.0000,1.0432,-1.0925,-0.0448,0.9924,1.0000,-0.0255,-0.0015,1.0000,0.0066,0.0006,-0.0001,0.0000,1.0000
110917,110617,5410EC38A76E,088726-0085,52.53,16.37,9.98,195.68,72.13,21.05,3.29,0.811,19.038,1.027,3.513,0.822,0.715,4.499,0.946,37.179,1.647,6.476,0.845,0.970,9.508,21.389,198.601,6.956,31.866,0.718,1.514,58.290,0.169,7.019,0.268,1.263,0.500,0.369,1.659,8.82,11.75,11.92,12.48,-1092.31,36.44,11.66,-0.3426,0.7477,1.0000,0.1307,0.0070,-0.0267,-0.1506,-2.1220,3.1746,4.0023,1.0000,-0.0011,-0.0026,-0.0692,0.9368,-0.5064,-0.8751,-0.1577,1.0000,0.0132,0.1630,1.0000,0.8579,-1.0966,-0.0342,1.0408,1.0000,-0.0257,-0.0027,1.0000,0.0054,0.0008,0.0000,0.0004,1.0000
110917,110617,5410EC38A9D0,088726-0067,53.66,17.82,10.97,188.82,60.19,24.04,4.00,0.770,19.269,0.950,2.550,3.058,0.367,4.133,1.319,41.270,1.813,5.945,3.957,0.497,9.209,22.259,220.866,6.940,27.415,4.501,1.113,38.790,0.276,7.795,0.273,1.081,1.570,0.209,1.843,9.80,11.75,11.97,12.37,37.21,31.92,12.96,-0.3548,0.8525,1.0000,0.1359,-0.0009,0.0012,0.0263,-2.1201,3.3971,3.7950,1.0000,0.0009,0.0005,-0.0701,0.9295,-0.6350,-0.8459,-0.1540,1.0000,0.0206,0.1226,1.0000,1.0444,-1.0594,-0.0336,0.9985,1.0000,0.0319,-0.0024,1.0000,0.0072,0.0006,-0.0005,0.0001,1.0000
110917,110617,5410EC38A9FF,088726-0090,62.33,15.14,8.14,213.50,80.06,22.26,4.02,0.781,19.030,1.008,3.723,0.636,0.576,4.547,1.276,41.807,2.070,6.784,0.653,0.854,11.250,19.165,240.098,8.666,31.376,0.894,1.544,43.758,0.222,7.907,0.348,1.430,0.334,0.275,1.873,9.59,11.70,12.29,13.01,66.06,26.42,12.44,-0.2859,0.7511,1.0000,0.1279,0.0018,0.0074,-0.0424,-2.1654,3.0620,4.3016,1.0000,-0.0011,-0.0016,-0.1034,0.9522,-0.5926,-0.5960,-0.1510,1.0000,0.0086,0.1595,1.0000,0.9016,-1.0535,-0.0179,0.9731,1.0000,0.1356,-0.0018,1.0000,0.0101,0.0006,0.0002,0.0000,1.0000
111717,110617,5410EC38AC69,088726-0101,63.42,16.66,10.84,202.13,72.30,24.47,3.74,0.687,19.092,1.055,3.509,0.721,0.401,3.901,1.238,40.905,2.085,6.888,0.863,0.373,8.408,18.987,230.099,7.875,32.165,2.099,0.824,40.185,0.261,7.831,0.309,1.365,0.381,0.237,1.621,9.87,11.81,11.98,12.68,33.27,72.53,12.60,-0.2927,0.8463,1.0000,0.1395,-0.0085,-0.0055,-0.2231,-2.0868,3.3369,3.9540,1.0000,-0.0052,-0.0017,-0.0222,0.9523,-0.6837,-0.9800,-0.1609,1.0000,0.0193,0.0201,1.0000,0.9245,-1.1544,-0.0230,1.0414,1.0000,-0.0473,-0.0014,1.0000,0.0064,0.0006,0.0002,-0.0001,1.0000
111717,110617,5410EC38B6F9,088726-0071,59.01,16.04,8.50,191.51,62.79,22.22,3.96,0.735,19.580,0.909,3.139,2.198,0.486,4.270,0.946,41.365,2.347,6.603,1.912,0.440,9.306,14.862,218.079,7.062,33.016,13.866,0.947,48.429,0.161,7.801,0.346,1.223,0.921,0.213,1.798,9.76,11.81,13.10,12.24,17.21,44.30,12.28,-0.2364,0.7246,1.0000,0.1313,-0.0147,-0.0295,-0.0597,-2.1108,3.0120,4.4058,1.0000,0.0008,0.0095,-0.0050,0.9332,-0.5536,-0.9251,-0.1529,1.0000,0.0141,0.1104,1.0000,1.0669,-1.3309,-0.0332,1.0035,1.0000,0.0699,-0.0019,1.0000,0.0108,0.0008,0.0003,-0.0002,1.0000
120417,110617,5410EC38CF2F,088726-0084,57.66,17.48,10.66,187.83,65.37,18.06,4.34,0.728,19.085,1.342,3.566,0.500,1.026,4.661,1.158,39.752,2.204,6.535,0.827,1.869,10.037,21.695,203.402,8.108,30.499,0.986,1.667,56.891,0.193,7.689,0.449,1.222,0.302,1.055,1.957,8.95,11.98,13.67,12.42,43.67,88.68,12.19,-0.3746,0.8552,1.0000,0.1249,-0.0035,-0.0181,0.0027,-2.1197,3.3435,3.6019,1.0000,-0.0001,-0.0259,-0.0359,0.9338,-0.6755,-0.6281,-0.1514,1.0000,0.0369,0.1022,1.0000,0.6642,-0.8889,-0.0253,1.0165,1.0000,0.0079,-0.0022,1.0000,0.0074,0.0006,-0.0001,-0.0006,1.0000
122717,110617,5410EC38E340,088726-0010,57.53,16.72,9.32,194.85,68.85,18.56,3.28,0.987,19.922,1.140,3.002,0.745,0.495,4.348,1.142,40.767,1.767,5.810,0.778,0.965,9.465,20.744,204.159,7.679,30.688,0.377,1.372,58.746,0.242,7.909,0.364,1.170,0.540,0.373,1.716,9.84,12.02,12.99,12.31,-98.22,52.08,11.75,-0.3015,0.8044,1.0000,0.1227,0.0032,-0.0144,-0.2581,-2.1180,3.2536,4.2872,1.0000,-0.0264,0.0015,0.0452,0.9295,-0.6406,-0.9297,-0.1475,1.0000,-0.0021,-0.0314,1.0000,0.9599,-1.2552,-0.0289,1.0215,1.0000,-0.0873,-0.0024,1.0000,0.0051,0.0006,-0.0003,-0.0002,1.0000
122717,110617,5410EC38E362,088726-0083,57.43,15.79,8.19,178.85,70.43,12.93,4.10,0.822,19.627,1.100,3.447,0.616,0.590,4.687,0.692,41.744,1.868,6.872,0.585,0.614,10.627,18.005,231.673,6.809,31.716,1.009,1.138,51.928,0.118,7.915,0.324,1.405,0.437,0.463,1.910,8.67,11.73,12.82,12.88,196.56,123.64,12.14,-0.2910,0.8484,1.0000,0.1439,0.0039,0.0338,0.0085,-2.1114,3.1883,3.9274,1.0000,0.0029,-0.0044,-0.0700,0.9387,-0.5938,-0.6538,-0.1597,1.0000,0.0034,0.0598,1.0000,1.1590,-0.9301,-0.0261,0.9983,1.0000,-0.0977,-0.0017,1.0000,0.0096,0.0007,0.0000,-0.0001,1.0000
102517,111017,5410EC389CC5,088969-0029,56.31,17.64,10.59,133.95,35.97,15.71,4.53,2.227,15.888,0.929,2.464,1.335,0.640,4.460,3.366,35.907,1.274,4.813,1.234,1.179,9.788,22.613,171.696,4.926,18.227,3.557,1.948,38.658,1.340,6.343,0.299,0.795,1.031,0.264,1.899,14.50,11.63,14.06,12.34,36.65,17.73,12.64,-0.8158,0.8589,1.0000,0.2631,-0.0008,0.0529,0.0579,-1.8035,2.8560,3.2819,1.0000,-0.0212,-0.0028,-0.1645,0.6625,-0.4477,-0.5322,-0.1326,1.0000,-0.0014,0.0750,1.0000,1.0794,-1.0989,0.0159,1.5635,1.0000,-0.0935,-0.0023,1.0000,0.0064,0.0008,0.0000,-0.0004,1.0000
102517,111017,5410EC389E3A,088969-0046,53.70,14.52,10.81,147.33,35.53,22.99,4.15,2.321,15.947,0.840,2.123,0.570,0.351,4.451,3.649,35.633,1.811,4.845,0.725,0.507,9.959,23.330,166.996,4.906,19.356,1.314,1.698,39.732,1.310,6.416,0.259,0.738,0.403,0.120,1.821,14.04,11.74,13.08,11.90,29.01,15.37,12.31,-0.9066,0.6897,1.0000,0.2430,-0.0077,0.0057,-0.0200,-1.9297,2.3175,3.1829,1.0000,0.0000,-0.0041,-0.1287,0.6869,-0.3559,-0.5867,-0.1221,1.0000,0.0046,0.0915,1.0000,0.9558,-1.0478,0.0105,1.5725,1.0000,-0.0116,-0.0036,1.0000,0.0055,0.0008,-0.0002,-0.0002,1.0000
102517,111017,5410EC389E4A,088969-0034,48.91,14.68,10.89,160.14,43.57,21.84,3.59,2.388,15.433,0.937,2.225,0.902,0.452,3.718,4.326,34.066,1.769,4.500,1.292,1.318,9.146,23.679,169.124,4.622,19.637,6.396,5.007,39.024,1.639,6.155,0.282,0.745,0.315,0.174,1.478,15.18,11.64,13.94,11.83,13.79,11.31,11.60,-0.9204,0.7709,1.0000,0.2508,0.0000,-0.0168,0.1784,-1.8075,2.4603,3.3987,1.0000,-0.0077,-0.0145,-0.3024,0.6993,-0.3320,-0.6135,-0.1292,1.0000,0.0051,0.0250,1.0000,0.8626,-1.1133,0.0139,1.5025,1.0000,-0.0232,-0.0028,1.0000,0.0059,0.0008,-0.0005,-0.0001,1.0000
